sample_id,ad_type,gender,age,education,occupation,marital_status,monthly_income,region,BFI_11,BFI_12,BFI_13,BFI_21,BFI_22,BFI_23,BFI_31,BFI_32,BFI_33,BFI_41,BFI_42,BFI_43,BFI_51,BFI_52,BFI_53,ad_att_1,ad_att_2,ad_att_3,ad_att_4,intent_1,intent_2,intent_3,configuration,source_file,row_in_source,response_id,extraversion,agreeableness,conscientiousness,neuroticism,openness,ad_attitude_core,purchase_intention_core,ad_attitude_all_items,purchase_intention_all_items
279,promotion,Female,20–29,Postgraduate degree,Other,Divorced,"16,000,000–25,000,000 VND",Chinese,5,2,4,2,1,3,1,4,1,4,5,2,4,4,2,3.0,4.0,4.0,4.0,2.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1272,Chinese__deepseek-r1_14b__row01272,3.6666666666666665,2.0,2.0,3.6666666666666665,3.3333333333333335,3.5,3.5,3.75,3.0
280,promotion,Female,30–39,Bachelor’s degree,Blue-collar worker,Living with parents,">46,000,000 VND",Chinese,3,2,1,4,5,5,3,1,1,2,3,3,5,5,4,4.0,3.0,4.0,4.0,5.0,5.0,5.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1273,Chinese__deepseek-r1_14b__row01273,2.0,4.666666666666667,1.6666666666666667,2.6666666666666665,4.666666666666667,3.5,5.0,3.75,5.0
281,promotion,Male,40–49,High school,Civil servant,Living with parents,"16,000,000–25,000,000 VND",Chinese,2,3,3,2,5,3,5,1,4,3,2,5,3,4,5,4.0,3.0,4.0,3.0,3.0,4.0,5.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1274,Chinese__deepseek-r1_14b__row01274,2.6666666666666665,3.3333333333333335,3.3333333333333335,3.3333333333333335,4.0,3.5,4.5,3.5,4.0
282,promotion,Male,<20,Postgraduate degree,Blue-collar worker,Married,">46,000,000 VND",Chinese,1,5,4,1,2,5,3,5,5,1,1,5,5,2,2,3.0,4.0,4.0,5.0,2.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1275,Chinese__deepseek-r1_14b__row01275,3.3333333333333335,2.6666666666666665,4.333333333333333,2.3333333333333335,3.0,3.5,3.5,4.0,3.0
283,promotion,Male,30–39,Bachelor’s degree,Student,Single,"26,000,000–35,000,000 VND",Chinese,5,4,5,3,5,2,1,2,5,4,5,1,2,1,1,3.0,4.0,5.0,6.0,3.0,4.0,5.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1276,Chinese__deepseek-r1_14b__row01276,4.666666666666667,3.3333333333333335,2.6666666666666665,3.3333333333333335,1.3333333333333333,3.5,4.5,4.5,4.0
284,promotion,Male,20–29,Postgraduate degree,Student,Living with parents,"16,000,000–25,000,000 VND",Chinese,5,3,1,2,1,3,5,3,3,5,3,3,4,1,5,3.0,4.0,4.0,4.0,3.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1277,Chinese__deepseek-r1_14b__row01277,3.0,2.0,3.6666666666666665,3.6666666666666665,3.3333333333333335,3.5,3.5,3.75,3.3333333333333335
285,promotion,Male,<20,Postgraduate degree,Other,Living with parents,">46,000,000 VND",Chinese,4,5,5,2,2,3,5,2,5,3,4,2,4,2,2,4.0,5.0,3.0,4.0,3.0,4.0,5.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1278,Chinese__deepseek-r1_14b__row01278,4.666666666666667,2.3333333333333335,4.0,3.0,2.6666666666666665,4.5,4.5,4.0,4.0
286,promotion,Male,>60,High school,Civil servant,Living with parents,">46,000,000 VND",Chinese,1,5,2,2,3,1,2,4,4,5,3,5,2,5,2,5.0,4.0,4.0,5.0,3.0,4.0,5.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1279,Chinese__deepseek-r1_14b__row01279,2.6666666666666665,2.0,3.3333333333333335,4.333333333333333,3.0,4.5,4.5,4.5,4.0
287,promotion,Female,30–39,Bachelor’s degree,Other,Divorced,"<15,000,000 VND",Chinese,5,5,2,3,2,5,2,4,3,5,4,5,1,1,4,4.0,3.0,3.0,4.0,3.0,4.0,5.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1280,Chinese__deepseek-r1_14b__row01280,4.0,3.3333333333333335,3.0,4.666666666666667,2.0,3.5,4.5,3.5,4.0
288,promotion,Female,<20,High school,Managerial employee,Married,">46,000,000 VND",Chinese,1,5,1,2,5,5,1,2,5,4,3,5,5,5,4,5.0,6.0,4.0,6.0,4.0,5.0,6.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1281,Chinese__deepseek-r1_14b__row01281,2.3333333333333335,4.0,2.6666666666666665,4.0,4.666666666666667,5.5,5.5,5.25,5.0
289,promotion,Male,20–29,High school,Civil servant,Married,"<15,000,000 VND",Chinese,1,1,3,4,1,3,3,1,5,2,4,3,4,5,2,5.0,4.0,4.0,5.0,3.0,4.0,6.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1282,Chinese__deepseek-r1_14b__row01282,1.6666666666666667,2.6666666666666665,3.0,3.0,3.6666666666666665,4.5,5.0,4.5,4.333333333333333
290,promotion,Female,40–49,Bachelor’s degree,Other,Single,"16,000,000–25,000,000 VND",Chinese,4,4,5,2,2,2,2,4,4,5,3,1,2,1,5,5.0,4.0,5.0,6.0,5.0,6.0,7.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1283,Chinese__deepseek-r1_14b__row01283,4.333333333333333,2.0,3.3333333333333335,3.0,2.6666666666666665,4.5,6.5,5.0,6.0
291,promotion,Female,40–49,Postgraduate degree,Student,Single,"26,000,000–35,000,000 VND",Chinese,4,2,3,2,1,2,5,5,5,4,5,2,3,5,3,3.0,4.0,3.0,5.0,4.0,5.0,6.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1284,Chinese__deepseek-r1_14b__row01284,3.0,1.6666666666666667,5.0,3.6666666666666665,3.6666666666666665,3.5,5.5,3.75,5.0
292,promotion,Male,50–59,Postgraduate degree,Other,Married,"<15,000,000 VND",Chinese,3,1,3,2,3,1,2,5,3,4,1,4,2,5,1,2.0,3.0,3.0,3.0,3.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1285,Chinese__deepseek-r1_14b__row01285,2.3333333333333335,2.0,3.3333333333333335,3.0,2.6666666666666665,2.5,3.5,2.75,3.3333333333333335
293,promotion,Female,>60,Postgraduate degree,Student,Married,"36,000,000–45,000,000 VND",Chinese,2,1,3,3,5,4,3,4,5,4,2,5,5,2,4,3.0,4.0,4.0,5.0,3.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1286,Chinese__deepseek-r1_14b__row01286,2.0,4.0,4.0,3.6666666666666665,3.6666666666666665,3.5,3.5,4.0,3.3333333333333335
294,promotion,Male,<20,High school,Civil servant,Divorced,"26,000,000–35,000,000 VND",Chinese,3,4,1,3,5,2,1,5,2,1,5,2,2,3,3,4.0,5.0,4.0,5.0,4.0,4.0,6.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1287,Chinese__deepseek-r1_14b__row01287,2.6666666666666665,3.3333333333333335,2.6666666666666665,2.6666666666666665,2.6666666666666665,4.5,5.0,4.5,4.666666666666667
295,promotion,Male,20–29,Bachelor’s degree,Other,Living with parents,"26,000,000–35,000,000 VND",Chinese,4,5,5,2,1,2,5,1,2,1,4,3,1,4,1,3.0,4.0,3.0,5.0,4.0,5.0,5.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1288,Chinese__deepseek-r1_14b__row01288,4.666666666666667,1.6666666666666667,2.6666666666666665,2.6666666666666665,2.0,3.5,5.0,3.75,4.666666666666667
296,promotion,Male,<20,Bachelor’s degree,Blue-collar worker,Living with parents,">46,000,000 VND",Chinese,1,1,3,5,5,3,2,2,2,2,3,3,1,4,4,3.0,4.0,3.0,3.0,2.0,2.0,3.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1289,Chinese__deepseek-r1_14b__row01289,1.6666666666666667,4.333333333333333,2.0,2.6666666666666665,3.0,3.5,2.5,3.25,2.3333333333333335
297,promotion,Female,30–39,High school,Managerial employee,Divorced,"36,000,000–45,000,000 VND",Chinese,2,5,5,4,3,5,1,3,4,4,2,4,3,5,5,4.0,3.0,4.0,5.0,3.0,4.0,5.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1290,Chinese__deepseek-r1_14b__row01290,4.0,4.0,2.6666666666666665,3.3333333333333335,4.333333333333333,3.5,4.5,4.0,4.0
298,promotion,Male,40–49,High school,Managerial employee,Living with parents,"16,000,000–25,000,000 VND",Chinese,4,2,5,4,1,1,2,4,3,1,4,3,5,1,5,4.0,5.0,4.0,6.0,3.0,4.0,5.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1291,Chinese__deepseek-r1_14b__row01291,3.6666666666666665,2.0,3.0,2.6666666666666665,3.6666666666666665,4.5,4.5,4.75,4.0
299,promotion,Male,<20,Bachelor’s degree,Blue-collar worker,Living with parents,"36,000,000–45,000,000 VND",Chinese,3,5,4,2,1,1,4,4,5,3,2,2,2,1,2,3.0,5.0,2.0,4.0,3.0,4.0,5.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1292,Chinese__deepseek-r1_14b__row01292,4.0,1.3333333333333333,4.333333333333333,2.3333333333333335,1.6666666666666667,4.0,4.5,3.5,4.0
300,promotion,Male,30–39,Postgraduate degree,Blue-collar worker,Divorced,">46,000,000 VND",Chinese,1,5,3,1,1,2,2,1,2,2,3,3,4,2,4,3.0,4.0,3.0,4.0,2.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1293,Chinese__deepseek-r1_14b__row01293,3.0,1.3333333333333333,1.6666666666666667,2.6666666666666665,3.3333333333333335,3.5,3.5,3.5,3.0
301,promotion,Female,<20,Postgraduate degree,Student,Living with parents,"26,000,000–35,000,000 VND",Chinese,4,5,4,3,1,4,4,1,1,5,3,2,1,5,3,3.0,4.0,2.0,3.0,2.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1294,Chinese__deepseek-r1_14b__row01294,4.333333333333333,2.6666666666666665,2.0,3.3333333333333335,3.0,3.5,3.5,3.0,3.0
302,promotion,Male,20–29,Postgraduate degree,Office worker,Married,"16,000,000–25,000,000 VND",Chinese,1,3,3,2,5,2,3,3,3,5,5,3,4,2,3,4.0,5.0,3.0,4.0,2.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1295,Chinese__deepseek-r1_14b__row01295,2.3333333333333335,3.0,3.0,4.333333333333333,3.0,4.5,3.5,4.0,3.0
303,promotion,Male,<20,High school,Managerial employee,Married,"36,000,000–45,000,000 VND",Chinese,2,5,3,5,4,4,1,5,1,1,2,4,5,5,1,6.0,5.0,6.0,7.0,5.0,6.0,7.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1296,Chinese__deepseek-r1_14b__row01296,3.3333333333333335,4.333333333333333,2.3333333333333335,2.3333333333333335,3.6666666666666665,5.5,6.5,6.0,6.0
304,promotion,Female,30–39,Bachelor’s degree,Student,Living with parents,"16,000,000–25,000,000 VND",Chinese,4,5,5,2,5,5,5,4,4,5,5,2,2,4,3,5.0,5.0,4.0,5.0,4.0,5.0,6.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1297,Chinese__deepseek-r1_14b__row01297,4.666666666666667,4.0,4.333333333333333,4.0,3.0,5.0,5.5,4.75,5.0
305,promotion,Male,20–29,Bachelor’s degree,Office worker,Married,"<15,000,000 VND",Chinese,5,3,1,3,3,2,1,2,4,2,5,4,4,4,4,4.0,5.0,4.0,6.0,3.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1298,Chinese__deepseek-r1_14b__row01298,3.0,2.6666666666666665,2.3333333333333335,3.6666666666666665,4.0,4.5,3.5,4.75,3.3333333333333335
306,promotion,Male,>60,Postgraduate degree,Blue-collar worker,Single,"16,000,000–25,000,000 VND",Chinese,4,2,4,1,2,1,4,4,4,5,4,4,1,5,4,2.0,3.0,4.0,5.0,4.0,3.0,6.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1299,Chinese__deepseek-r1_14b__row01299,3.3333333333333335,1.3333333333333333,4.0,4.333333333333333,3.3333333333333335,2.5,4.5,3.5,4.333333333333333
307,promotion,Female,40–49,Bachelor’s degree,Blue-collar worker,Married,"<15,000,000 VND",Chinese,3,4,5,4,4,4,2,5,1,1,3,5,1,3,1,3.0,4.0,4.0,5.0,3.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1300,Chinese__deepseek-r1_14b__row01300,4.0,4.0,2.6666666666666665,3.0,1.6666666666666667,3.5,3.5,4.0,3.3333333333333335
308,promotion,Female,>60,Postgraduate degree,Managerial employee,Single,"16,000,000–25,000,000 VND",Chinese,1,5,1,4,1,1,4,1,4,5,1,2,2,2,2,4.0,3.0,4.0,5.0,3.0,4.0,5.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1301,Chinese__deepseek-r1_14b__row01301,2.3333333333333335,2.0,3.0,2.6666666666666665,2.0,3.5,4.5,4.0,4.0
309,promotion,Male,<20,Postgraduate degree,Other,Divorced,"<15,000,000 VND",Chinese,5,1,2,4,1,5,5,5,4,2,4,1,1,5,2,3.0,4.0,3.0,2.0,3.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1302,Chinese__deepseek-r1_14b__row01302,2.6666666666666665,3.3333333333333335,4.666666666666667,2.3333333333333335,2.6666666666666665,3.5,3.5,3.0,3.3333333333333335
310,promotion,Male,40–49,Postgraduate degree,Blue-collar worker,Married,"26,000,000–35,000,000 VND",Chinese,4,3,3,4,4,1,1,2,2,1,1,1,4,2,3,5.0,4.0,5.0,6.0,5.0,5.0,6.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1303,Chinese__deepseek-r1_14b__row01303,3.3333333333333335,3.0,1.6666666666666667,1.0,3.0,4.5,5.5,5.0,5.333333333333333
311,promotion,Female,30–39,Bachelor’s degree,Other,Married,">46,000,000 VND",Chinese,3,4,5,2,3,1,2,2,3,1,4,3,5,3,5,4.0,3.0,4.0,5.0,3.0,2.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1304,Chinese__deepseek-r1_14b__row01304,4.0,2.0,2.3333333333333335,2.6666666666666665,4.333333333333333,3.5,3.0,4.0,3.0
312,promotion,Female,50–59,High school,Civil servant,Married,"16,000,000–25,000,000 VND",Chinese,3,4,1,4,3,4,2,3,1,2,2,5,3,3,4,3.0,3.0,4.0,4.0,2.0,2.0,3.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1305,Chinese__deepseek-r1_14b__row01305,2.6666666666666665,3.6666666666666665,2.0,3.0,3.3333333333333335,3.0,2.5,3.5,2.3333333333333335
313,promotion,Female,<20,Bachelor’s degree,Student,Single,"16,000,000–25,000,000 VND",Chinese,2,2,3,2,1,1,4,4,2,2,4,4,2,2,4,3.0,4.0,3.0,4.0,2.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1306,Chinese__deepseek-r1_14b__row01306,2.3333333333333335,1.3333333333333333,3.3333333333333335,3.3333333333333335,2.6666666666666665,3.5,3.5,3.5,3.0
314,promotion,Female,<20,Postgraduate degree,Blue-collar worker,Divorced,"36,000,000–45,000,000 VND",Chinese,5,3,4,4,1,3,1,4,5,4,2,3,2,4,1,3.0,4.0,2.0,5.0,2.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1307,Chinese__deepseek-r1_14b__row01307,4.0,2.6666666666666665,3.3333333333333335,3.0,2.3333333333333335,3.5,3.5,3.5,3.0
315,promotion,Female,40–49,Bachelor’s degree,Blue-collar worker,Married,">46,000,000 VND",Chinese,5,4,2,4,5,5,5,4,4,3,3,4,2,1,5,4.0,5.0,4.0,5.0,3.0,4.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1308,Chinese__deepseek-r1_14b__row01308,3.6666666666666665,4.666666666666667,4.333333333333333,3.3333333333333335,2.6666666666666665,4.5,4.0,4.5,3.6666666666666665
316,promotion,Male,50–59,High school,Managerial employee,Single,"<15,000,000 VND",Chinese,4,2,5,2,4,5,5,1,4,5,3,5,3,3,4,3.0,2.0,4.0,3.0,3.0,4.0,5.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1309,Chinese__deepseek-r1_14b__row01309,3.6666666666666665,3.6666666666666665,3.3333333333333335,4.333333333333333,3.3333333333333335,2.5,4.5,3.0,4.0
317,promotion,Female,20–29,High school,Other,Divorced,"26,000,000–35,000,000 VND",Chinese,4,3,3,3,5,2,2,4,5,3,2,2,2,2,1,5.0,4.0,3.0,4.0,3.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1310,Chinese__deepseek-r1_14b__row01310,3.3333333333333335,3.3333333333333335,3.6666666666666665,2.3333333333333335,1.6666666666666667,4.5,3.5,4.0,3.3333333333333335
318,promotion,Female,40–49,Postgraduate degree,Blue-collar worker,Divorced,"16,000,000–25,000,000 VND",Chinese,1,1,3,3,5,1,4,4,3,3,1,2,3,1,4,3.0,3.0,3.0,4.0,3.0,4.0,5.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1311,Chinese__deepseek-r1_14b__row01311,1.6666666666666667,3.0,3.6666666666666665,2.0,2.6666666666666665,3.0,4.5,3.25,4.0
319,promotion,Male,40–49,Postgraduate degree,Civil servant,Divorced,">46,000,000 VND",Chinese,2,1,2,4,3,2,4,3,4,1,5,2,3,2,3,3.0,4.0,5.0,3.0,3.0,4.0,5.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1312,Chinese__deepseek-r1_14b__row01312,1.6666666666666667,3.0,3.6666666666666665,2.6666666666666665,2.6666666666666665,3.5,4.5,3.75,4.0
320,promotion,Male,50–59,Bachelor’s degree,Office worker,Married,"26,000,000–35,000,000 VND",Chinese,3,2,2,3,1,4,4,1,5,5,3,3,3,1,5,3.0,4.0,3.0,3.0,2.0,3.0,3.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1313,Chinese__deepseek-r1_14b__row01313,2.3333333333333335,2.6666666666666665,3.3333333333333335,3.6666666666666665,3.0,3.5,3.0,3.25,2.6666666666666665
321,promotion,Male,20–29,Bachelor’s degree,Civil servant,Living with parents,"<15,000,000 VND",Chinese,4,2,4,1,4,1,2,2,2,5,2,5,3,2,4,2.0,2.0,3.0,3.0,2.0,2.0,3.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1314,Chinese__deepseek-r1_14b__row01314,3.3333333333333335,2.0,2.0,4.0,3.0,2.0,2.5,2.5,2.3333333333333335
322,promotion,Female,20–29,Bachelor’s degree,Civil servant,Single,"36,000,000–45,000,000 VND",Chinese,3,1,2,5,1,3,5,4,4,4,1,2,2,4,4,4.0,5.0,4.0,4.0,5.0,5.0,6.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1315,Chinese__deepseek-r1_14b__row01315,2.0,3.0,4.333333333333333,2.3333333333333335,3.3333333333333335,4.5,5.5,4.25,5.333333333333333
323,promotion,Female,<20,Postgraduate degree,Managerial employee,Married,"26,000,000–35,000,000 VND",Chinese,4,4,4,1,2,4,4,4,1,4,4,4,4,1,3,4.0,3.0,3.0,4.0,3.0,3.0,3.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1316,Chinese__deepseek-r1_14b__row01316,4.0,2.3333333333333335,3.0,4.0,2.6666666666666665,3.5,3.0,3.5,3.0
324,promotion,Male,40–49,Bachelor’s degree,Office worker,Divorced,"26,000,000–35,000,000 VND",Chinese,3,4,5,3,3,2,2,3,5,3,3,1,4,4,4,2.0,2.0,3.0,2.0,1.0,1.0,1.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1317,Chinese__deepseek-r1_14b__row01317,4.0,2.6666666666666665,3.3333333333333335,2.3333333333333335,4.0,2.0,1.0,2.25,1.0
325,promotion,Female,<20,Postgraduate degree,Civil servant,Single,"<15,000,000 VND",Chinese,4,4,5,1,2,2,4,5,2,5,1,4,5,4,5,4.0,3.0,4.0,4.0,3.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1318,Chinese__deepseek-r1_14b__row01318,4.333333333333333,1.6666666666666667,3.6666666666666665,3.3333333333333335,4.666666666666667,3.5,3.5,3.75,3.3333333333333335
326,promotion,Female,>60,High school,Other,Living with parents,">46,000,000 VND",Chinese,5,4,2,3,3,2,5,4,1,1,3,3,4,2,2,3.0,2.0,4.0,3.0,2.0,2.0,5.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1319,Chinese__deepseek-r1_14b__row01319,3.6666666666666665,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.6666666666666665,2.5,3.5,3.0,3.0
327,promotion,Female,40–49,Bachelor’s degree,Managerial employee,Single,"36,000,000–45,000,000 VND",Chinese,1,2,5,5,5,5,5,2,3,4,1,5,4,4,5,3.0,4.0,3.0,2.0,2.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1320,Chinese__deepseek-r1_14b__row01320,2.6666666666666665,5.0,3.3333333333333335,3.3333333333333335,4.333333333333333,3.5,3.5,3.0,3.0
328,promotion,Female,40–49,Bachelor’s degree,Office worker,Living with parents,"36,000,000–45,000,000 VND",Chinese,4,1,5,2,1,5,4,2,5,2,1,1,5,5,3,3.0,4.0,3.0,4.0,2.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1321,Chinese__deepseek-r1_14b__row01321,3.3333333333333335,2.6666666666666665,3.6666666666666665,1.3333333333333333,4.333333333333333,3.5,3.5,3.5,3.0
329,promotion,Male,20–29,Postgraduate degree,Office worker,Divorced,">46,000,000 VND",Chinese,4,5,3,2,2,4,3,5,3,4,1,3,5,4,2,6.0,5.0,4.0,6.0,5.0,4.0,3.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1322,Chinese__deepseek-r1_14b__row01322,4.0,2.6666666666666665,3.6666666666666665,2.6666666666666665,3.6666666666666665,5.5,3.5,5.25,4.0
330,promotion,Female,50–59,Postgraduate degree,Managerial employee,Divorced,"<15,000,000 VND",Chinese,3,3,4,5,2,4,4,4,1,1,3,4,5,5,5,3.0,4.0,3.0,5.0,2.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1323,Chinese__deepseek-r1_14b__row01323,3.3333333333333335,3.6666666666666665,3.0,2.6666666666666665,5.0,3.5,3.5,3.75,3.0
331,promotion,Male,<20,High school,Blue-collar worker,Living with parents,">46,000,000 VND",Chinese,2,5,4,2,3,5,2,1,4,3,5,3,4,2,4,4.0,3.0,3.0,4.0,2.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1324,Chinese__deepseek-r1_14b__row01324,3.6666666666666665,3.3333333333333335,2.3333333333333335,3.6666666666666665,3.3333333333333335,3.5,3.5,3.5,3.0
332,promotion,Male,30–39,Postgraduate degree,Managerial employee,Living with parents,"26,000,000–35,000,000 VND",Chinese,2,4,4,4,2,3,3,4,3,2,4,4,1,3,2,3.0,4.0,3.0,4.0,2.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1325,Chinese__deepseek-r1_14b__row01325,3.3333333333333335,3.0,3.3333333333333335,3.3333333333333335,2.0,3.5,3.5,3.5,3.0
333,promotion,Female,>60,Postgraduate degree,Managerial employee,Living with parents,"<15,000,000 VND",Chinese,2,4,1,2,5,4,5,5,2,2,4,2,2,2,5,3.0,4.0,5.0,3.0,4.0,5.0,6.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1326,Chinese__deepseek-r1_14b__row01326,2.3333333333333335,3.6666666666666665,4.0,2.6666666666666665,3.0,3.5,5.5,3.75,5.0
334,promotion,Male,40–49,High school,Managerial employee,Divorced,"16,000,000–25,000,000 VND",Chinese,4,3,2,3,5,4,2,4,3,3,4,2,2,3,4,3.0,4.0,4.0,3.0,3.0,4.0,3.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1327,Chinese__deepseek-r1_14b__row01327,3.0,4.0,3.0,3.0,3.0,3.5,3.5,3.5,3.3333333333333335
335,promotion,Female,30–39,High school,Managerial employee,Living with parents,"26,000,000–35,000,000 VND",Chinese,4,5,3,4,3,4,3,5,4,2,4,3,2,4,1,3.0,5.0,4.0,4.0,2.0,4.0,6.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1328,Chinese__deepseek-r1_14b__row01328,4.0,3.6666666666666665,4.0,3.0,2.3333333333333335,4.0,5.0,4.0,4.0
336,promotion,Female,30–39,High school,Other,Divorced,"26,000,000–35,000,000 VND",Chinese,2,1,4,5,3,4,4,4,2,5,3,4,2,4,1,3.0,2.0,4.0,4.0,3.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1329,Chinese__deepseek-r1_14b__row01329,2.3333333333333335,4.0,3.3333333333333335,4.0,2.3333333333333335,2.5,3.5,3.25,3.3333333333333335
337,promotion,Female,30–39,Postgraduate degree,Blue-collar worker,Divorced,">46,000,000 VND",Chinese,2,4,3,3,5,1,1,4,1,1,2,1,2,5,4,3.0,4.0,3.0,4.0,2.0,3.0,4.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1330,Chinese__deepseek-r1_14b__row01330,3.0,3.0,2.0,1.3333333333333333,3.6666666666666665,3.5,3.5,3.5,3.0
338,promotion,Female,40–49,High school,Civil servant,Married,"26,000,000–35,000,000 VND",Chinese,3,5,5,3,5,4,2,1,5,1,4,1,4,2,2,6.0,5.0,4.0,6.0,5.0,5.0,6.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1331,Chinese__deepseek-r1_14b__row01331,4.333333333333333,4.0,2.6666666666666665,2.0,2.6666666666666665,5.5,5.5,5.25,5.333333333333333
339,promotion,Male,<20,Bachelor’s degree,Managerial employee,Married,"26,000,000–35,000,000 VND",Chinese,2,5,2,5,1,4,2,2,2,4,4,2,4,4,3,5.0,4.0,5.0,6.0,5.0,4.0,6.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1332,Chinese__deepseek-r1_14b__row01332,3.0,3.3333333333333335,2.0,3.3333333333333335,3.6666666666666665,4.5,5.0,5.0,5.0
340,promotion,Female,<20,Postgraduate degree,Managerial employee,Single,"36,000,000–45,000,000 VND",Chinese,4,4,3,1,1,2,3,4,3,2,3,3,5,5,4,4.0,3.0,4.0,4.0,4.0,3.0,5.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1333,Chinese__deepseek-r1_14b__row01333,3.6666666666666665,1.3333333333333333,3.3333333333333335,2.6666666666666665,4.666666666666667,3.5,4.0,3.75,4.0
341,promotion,Female,>60,High school,Other,Divorced,">46,000,000 VND",Chinese,1,2,4,2,1,1,5,5,2,4,2,3,3,4,4,4.0,5.0,4.0,3.0,5.0,4.0,6.0,Chinese__deepseek-r1_14b,deepseek-r1_14b_promotion.csv,1334,Chinese__deepseek-r1_14b__row01334,2.3333333333333335,1.3333333333333333,4.0,3.0,3.6666666666666665,4.5,5.0,4.0,5.0
